model,model_key,sample_idx,geometry,fluid_model,relative_l2,target_max,prediction_min,prediction_max,has_negative_prediction
Geometry-channel-aware,geometry_channel_aware,430,sinusoidal,newtonian,0.16223424673080444,0.8247166872024536,0.0,0.9969635605812073,False
Geometry-channel-aware,geometry_channel_aware,434,sinusoidal,newtonian,0.42127299308776855,0.9798305034637451,0.0,0.5593852400779724,False
Geometry-channel-aware,geometry_channel_aware,439,sinusoidal,power_law,0.36183252930641174,0.15902796387672424,0.0,0.09381800144910812,False
Geometry-channel-aware,geometry_channel_aware,446,sinusoidal,power_law,0.2447705864906311,0.07420922815799713,0.0,0.09390967339277267,False
Geometry-channel-aware,geometry_channel_aware,449,sinusoidal,newtonian,0.14688840508460999,0.3539677560329437,0.0,0.3846980333328247,False
Geometry-channel-aware,geometry_channel_aware,452,sinusoidal,newtonian,0.21660177409648895,0.46912193298339844,0.0,0.5729303359985352,False
Geometry-channel-aware,geometry_channel_aware,453,sinusoidal,power_law,0.13864557445049286,0.0862155482172966,0.0,0.07481205463409424,False
Geometry-channel-aware,geometry_channel_aware,461,sinusoidal,newtonian,0.03178424388170242,0.31964343786239624,0.0,0.33057844638824463,False
Geometry-channel-aware,geometry_channel_aware,466,sinusoidal,newtonian,0.7754251956939697,0.23015978932380676,0.0,0.3971365690231323,False
Geometry-channel-aware,geometry_channel_aware,467,sinusoidal,newtonian,0.09289684891700745,0.24098718166351318,0.0,0.2226010411977768,False
Geometry-channel-aware,geometry_channel_aware,477,sinusoidal,power_law,0.3275926113128662,0.23380228877067566,0.0,0.3115784525871277,False
Geometry-channel-aware,geometry_channel_aware,480,sinusoidal,power_law,0.018077602609992027,0.18271684646606445,0.0,0.1811462938785553,False
Geometry-channel-aware,geometry_channel_aware,485,sinusoidal,newtonian,0.25540891289711,0.23827384412288666,0.0,0.17811085283756256,False
Geometry-channel-aware,geometry_channel_aware,488,sinusoidal,power_law,0.05675178021192551,0.0678517296910286,0.0,0.06564849615097046,False
Geometry-channel-aware,geometry_channel_aware,497,sinusoidal,newtonian,0.7693912982940674,0.12191984057426453,0.0,0.21208316087722778,False
